learning distance,stability,morality,cycle length,generation count,seed
1,1.0,0.0283,1,11,19561831
1,1.0,0.0205,1,12,19561832
1,1.0,0.0137,1,7,19561833
1,0.5,0.0205,2,8,19561834
1,0.5,0.0,2,9,19561835
1,1.0,0.1104,1,10,19561836
1,1.0,0.0645,1,12,19561837
1,1.0,0.0098,1,9,19561838
1,1.0,0.0,1,8,19561839
1,1.0,0.0391,1,13,19561840
1,1.0,0.0,1,8,19561841
1,1.0,0.0,1,9,19561842
1,0.5,0.0088,2,10,19561843
1,1.0,0.0,1,9,19561844
1,1.0,0.0,1,12,19561845
1,1.0,0.0479,1,11,19561846
1,1.0,0.0,1,7,19561847
1,1.0,0.0098,1,9,19561848
1,1.0,0.041,1,12,19561849
1,1.0,0.0137,1,9,19561850
1,1.0,0.0117,1,8,19561851
1,1.0,0.0,1,6,19561852
1,1.0,0.0459,1,14,19561853
1,1.0,0.0127,1,10,19561854
1,1.0,0.0166,1,9,19561855
1,1.0,0.0,1,10,19561856
1,1.0,0.0215,1,9,19561857
1,1.0,0.0352,1,8,19561858
1,1.0,0.0,1,7,19561859
1,1.0,0.0303,1,9,19561860
1,1.0,0.0,1,8,19561861
1,1.0,0.0605,1,8,19561862
1,1.0,0.0,1,10,19561863
1,1.0,0.0,1,8,19561864
1,1.0,0.0,1,8,19561865
1,1.0,0.0137,1,7,19561866
1,1.0,0.0195,1,10,19561867
1,1.0,0.0,1,9,19561868
1,1.0,0.0,1,9,19561869
1,1.0,0.0088,1,10,19561870
1,0.5,0.0,2,8,19561871
1,1.0,0.0,1,8,19561872
1,1.0,0.0156,1,8,19561873
1,0.5,0.0098,2,8,19561874
1,1.0,0.0,1,7,19561875
1,1.0,0.0459,1,9,19561876
1,1.0,0.04,1,12,19561877
1,1.0,0.0225,1,7,19561878
1,0.5,0.0234,2,10,19561879
1,0.5,0.0,2,10,19561880
1,0.5,0.0215,2,10,19561881
1,1.0,0.0,1,8,19561882
1,1.0,0.0137,1,8,19561883
1,1.0,0.0127,1,9,19561884
1,1.0,0.0,1,10,19561885
1,0.5,0.0205,2,11,19561886
1,1.0,0.0479,1,11,19561887
1,1.0,0.0107,1,11,19561888
1,1.0,0.0391,1,11,19561889
1,1.0,0.0361,1,9,19561890
1,1.0,0.0,1,8,19561891
1,1.0,0.0332,1,9,19561892
1,1.0,0.0088,1,8,19561893
1,0.5,0.0112,2,9,19561894
1,1.0,0.0,1,8,19561895
1,1.0,0.0107,1,10,19561896
1,1.0,0.0234,1,10,19561897
1,1.0,0.0,1,9,19561898
1,1.0,0.1006,1,9,19561899
1,0.5,0.0098,2,9,19561900
1,1.0,0.0391,1,10,19561901
1,1.0,0.0,1,7,19561902
1,1.0,0.0107,1,10,19561903
1,1.0,0.0244,1,9,19561904
1,1.0,0.0,1,8,19561905
1,1.0,0.0303,1,12,19561906
1,1.0,0.0,1,7,19561907
1,1.0,0.0,1,9,19561908
1,1.0,0.0,1,8,19561909
1,0.5,0.0,2,9,19561910
1,0.5,0.0117,2,12,19561911
1,1.0,0.0361,1,10,19561912
1,1.0,0.0195,1,8,19561913
1,1.0,0.0859,1,9,19561914
1,0.5,0.0,2,10,19561915
1,1.0,0.0,1,8,19561916
1,1.0,0.0439,1,9,19561917
1,1.0,0.0,1,8,19561918
1,1.0,0.0176,1,7,19561919
1,1.0,0.0,1,12,19561920
1,1.0,0.0107,1,12,19561921
1,1.0,0.0205,1,8,19561922
1,0.5,0.0,2,10,19561923
1,1.0,0.0303,1,8,19561924
1,1.0,0.0,1,7,19561925
1,1.0,0.0,1,11,19561926
1,1.0,0.0,1,8,19561927
1,1.0,0.0,1,9,19561928
1,1.0,0.0293,1,9,19561929
1,1.0,0.0,1,7,19561930
2,1.0,0.0,1,4,19561831
2,1.0,0.0,1,5,19561832
2,1.0,0.0,1,5,19561833
2,1.0,0.0,1,6,19561834
2,1.0,0.0,1,5,19561835
2,1.0,0.0,1,6,19561836
2,1.0,0.0,1,4,19561837
2,1.0,0.0,1,4,19561838
2,1.0,0.0,1,4,19561839
2,1.0,0.0,1,5,19561840
2,1.0,0.0,1,6,19561841
2,1.0,0.0,1,5,19561842
2,1.0,0.0,1,6,19561843
2,1.0,0.0,1,4,19561844
2,1.0,0.0,1,6,19561845
2,1.0,0.0,1,5,19561846
2,1.0,0.0,1,6,19561847
2,1.0,0.0,1,5,19561848
2,1.0,0.0,1,4,19561849
2,1.0,0.0,1,5,19561850
2,1.0,0.0,1,5,19561851
2,1.0,0.0,1,4,19561852
2,1.0,0.0,1,5,19561853
2,1.0,0.0,1,5,19561854
2,1.0,0.0,1,4,19561855
2,1.0,0.0,1,5,19561856
2,1.0,0.0,1,7,19561857
2,1.0,0.0,1,5,19561858
2,1.0,0.0,1,5,19561859
2,1.0,0.0,1,7,19561860
2,1.0,0.0,1,6,19561861
2,1.0,0.0,1,5,19561862
2,1.0,0.0,1,6,19561863
2,1.0,0.0,1,7,19561864
2,1.0,0.0,1,4,19561865
2,1.0,0.0,1,7,19561866
2,1.0,0.0,1,7,19561867
2,1.0,0.0,1,4,19561868
2,1.0,0.0,1,6,19561869
2,1.0,0.0,1,5,19561870
2,1.0,0.0,1,4,19561871
2,1.0,0.0,1,5,19561872
2,1.0,0.0,1,5,19561873
2,1.0,0.0,1,6,19561874
2,1.0,0.0,1,4,19561875
2,1.0,0.0,1,5,19561876
2,1.0,0.0,1,6,19561877
2,1.0,0.0,1,5,19561878
2,1.0,0.0,1,5,19561879
2,1.0,0.0,1,6,19561880
2,1.0,0.0,1,5,19561881
2,1.0,0.0,1,5,19561882
2,1.0,0.0,1,4,19561883
2,1.0,0.0,1,5,19561884
2,1.0,0.0,1,4,19561885
2,1.0,0.0654,1,6,19561886
2,1.0,0.0,1,6,19561887
2,1.0,0.0,1,5,19561888
2,1.0,0.0,1,7,19561889
2,1.0,0.0,1,4,19561890
2,1.0,0.0,1,5,19561891
2,1.0,0.0,1,4,19561892
2,1.0,0.0,1,5,19561893
2,1.0,0.0,1,5,19561894
2,1.0,0.0,1,5,19561895
2,1.0,0.0,1,5,19561896
2,1.0,0.0,1,5,19561897
2,1.0,0.0,1,5,19561898
2,1.0,0.0,1,6,19561899
2,1.0,0.1084,1,6,19561900
2,1.0,0.0,1,5,19561901
2,1.0,0.0,1,5,19561902
2,1.0,0.0,1,5,19561903
2,1.0,0.0,1,5,19561904
2,1.0,0.0,1,6,19561905
2,1.0,0.0,1,5,19561906
2,1.0,0.0,1,4,19561907
2,1.0,0.0,1,6,19561908
2,1.0,0.0,1,4,19561909
2,1.0,0.0,1,5,19561910
2,1.0,0.0,1,5,19561911
2,1.0,0.0,1,7,19561912
2,1.0,0.0,1,5,19561913
2,1.0,0.0,1,7,19561914
2,1.0,0.0,1,6,19561915
2,1.0,0.0,1,5,19561916
2,1.0,0.0,1,6,19561917
2,1.0,0.0,1,6,19561918
2,1.0,0.0,1,4,19561919
2,1.0,0.0,1,6,19561920
2,1.0,0.0,1,5,19561921
2,1.0,0.0,1,5,19561922
2,1.0,0.0,1,5,19561923
2,1.0,0.0,1,6,19561924
2,1.0,0.0,1,4,19561925
2,1.0,0.0615,1,5,19561926
2,1.0,0.0,1,4,19561927
2,1.0,0.0,1,5,19561928
2,1.0,0.0,1,4,19561929
2,1.0,0.0,1,5,19561930
3,1.0,0.0,1,4,19561831
3,1.0,0.0,1,4,19561832
3,1.0,0.0,1,3,19561833
3,1.0,0.0,1,4,19561834
3,1.0,0.0,1,3,19561835
3,1.0,0.0,1,4,19561836
3,1.0,0.0,1,4,19561837
3,1.0,0.0,1,4,19561838
3,1.0,0.0,1,3,19561839
3,1.0,0.0,1,5,19561840
3,1.0,0.0,1,3,19561841
3,1.0,0.0,1,4,19561842
3,1.0,0.0,1,4,19561843
3,1.0,0.0,1,4,19561844
3,1.0,0.0,1,4,19561845
3,1.0,0.0,1,4,19561846
3,1.0,0.0,1,3,19561847
3,1.0,0.0,1,3,19561848
3,1.0,0.0,1,6,19561849
3,1.0,0.0,1,4,19561850
3,1.0,0.0,1,4,19561851
3,1.0,0.0,1,4,19561852
3,1.0,0.0,1,4,19561853
3,1.0,0.0,1,4,19561854
3,1.0,0.0,1,4,19561855
3,1.0,0.0,1,3,19561856
3,1.0,0.0,1,3,19561857
3,1.0,0.0,1,4,19561858
3,1.0,0.0,1,4,19561859
3,1.0,0.0,1,4,19561860
3,1.0,0.0,1,4,19561861
3,1.0,0.0,1,5,19561862
3,1.0,0.0,1,6,19561863
3,1.0,0.0,1,4,19561864
3,1.0,0.0,1,3,19561865
3,1.0,0.0,1,4,19561866
3,1.0,0.0,1,4,19561867
3,1.0,0.0,1,3,19561868
3,1.0,0.0,1,4,19561869
3,1.0,0.0,1,4,19561870
3,1.0,0.0,1,4,19561871
3,1.0,0.0,1,3,19561872
3,1.0,0.0,1,4,19561873
3,1.0,0.0,1,3,19561874
3,1.0,0.0,1,3,19561875
3,1.0,0.0,1,3,19561876
3,1.0,0.0,1,4,19561877
3,1.0,0.0,1,3,19561878
3,1.0,0.0,1,4,19561879
3,1.0,0.0,1,4,19561880
3,1.0,0.0,1,4,19561881
3,1.0,0.0,1,4,19561882
3,1.0,0.0,1,4,19561883
3,1.0,0.0,1,4,19561884
3,1.0,0.0,1,4,19561885
3,1.0,0.0,1,6,19561886
3,1.0,0.0,1,4,19561887
3,1.0,0.0,1,4,19561888
3,1.0,0.0,1,4,19561889
3,1.0,0.0,1,3,19561890
3,1.0,0.0,1,3,19561891
3,1.0,0.0,1,3,19561892
3,1.0,0.0,1,4,19561893
3,1.0,0.0,1,4,19561894
3,1.0,0.0,1,4,19561895
3,1.0,0.0,1,3,19561896
3,1.0,0.0,1,4,19561897
3,1.0,0.0,1,4,19561898
3,1.0,0.0,1,5,19561899
3,1.0,0.0,1,5,19561900
3,1.0,0.0,1,3,19561901
3,1.0,0.0,1,3,19561902
3,1.0,0.0,1,4,19561903
3,1.0,0.0,1,4,19561904
3,1.0,0.0,1,4,19561905
3,1.0,0.0,1,4,19561906
3,1.0,0.0,1,3,19561907
3,1.0,0.0,1,4,19561908
3,1.0,0.0,1,4,19561909
3,1.0,0.0,1,3,19561910
3,1.0,0.0,1,4,19561911
3,1.0,0.0,1,4,19561912
3,1.0,0.0,1,3,19561913
3,1.0,0.0,1,3,19561914
3,1.0,0.0,1,4,19561915
3,1.0,0.0,1,4,19561916
3,1.0,0.0,1,4,19561917
3,1.0,0.0,1,5,19561918
3,1.0,0.0,1,4,19561919
3,1.0,0.0,1,4,19561920
3,1.0,0.0,1,4,19561921
3,1.0,0.0,1,4,19561922
3,1.0,0.0,1,3,19561923
3,1.0,0.0,1,4,19561924
3,1.0,0.0,1,4,19561925
3,1.0,0.0,1,5,19561926
3,1.0,0.0,1,3,19561927
3,1.0,0.0,1,4,19561928
3,1.0,0.0,1,3,19561929
3,1.0,0.0,1,3,19561930
